Parameter,Category,Fraction,Count
params_cnn_dense_0_act,silu,0.5,1
params_cnn_dense_0_act,elu,0.5,1
params_cnn_dense_1_act,tanh,0.5,1
params_cnn_dense_1_act,silu,0.5,1
params_cnn_dense_2_act,gelu,1.0,1
params_conv1d_0_act,gelu,0.54,27
params_conv1d_0_act,sigmoid,0.14,7
params_conv1d_0_act,none,0.12,6
params_conv1d_0_act,elu,0.1,5
params_conv1d_0_act,tanh,0.06,3
params_conv1d_0_act,silu,0.02,1
params_conv1d_0_act,relu,0.02,1
params_conv1d_1_act,silu,0.5,25
params_conv1d_1_act,elu,0.14,7
params_conv1d_1_act,tanh,0.1,5
params_conv1d_1_act,gelu,0.08,4
params_conv1d_1_act,none,0.08,4
params_conv1d_1_act,sigmoid,0.06,3
params_conv1d_1_act,relu,0.04,2
params_conv1d_2_act,elu,0.4792,23
params_conv1d_2_act,silu,0.1458,7
params_conv1d_2_act,relu,0.125,6
params_conv1d_2_act,none,0.1042,5
params_conv1d_2_act,gelu,0.0625,3
params_conv1d_2_act,sigmoid,0.0625,3
params_conv1d_2_act,tanh,0.0208,1
params_conv1d_3_act,none,0.6739,31
params_conv1d_3_act,gelu,0.1304,6
params_conv1d_3_act,silu,0.1087,5
params_conv1d_3_act,relu,0.0652,3
params_conv1d_3_act,elu,0.0217,1
params_dense_0_act,sigmoid,0.6809,32
params_dense_0_act,relu,0.0851,4
params_dense_0_act,none,0.0638,3
params_dense_0_act,tanh,0.0426,2
params_dense_0_act,elu,0.0426,2
params_dense_0_act,silu,0.0426,2
params_dense_0_act,gelu,0.0426,2
params_dense_1_act,tanh,0.4595,17
params_dense_1_act,elu,0.3784,14
params_dense_1_act,sigmoid,0.0541,2
params_dense_1_act,silu,0.0541,2
params_dense_1_act,none,0.027,1
params_dense_1_act,gelu,0.027,1
params_dense_2_act,gelu,0.3333,1
params_dense_2_act,relu,0.3333,1
params_dense_2_act,silu,0.3333,1
params_optimizer,rmsprop,0.56,28
params_optimizer,adam,0.2,10
params_optimizer,lion,0.12,6
params_optimizer,adamw,0.12,6
params_pooling_type,flatten,0.96,48
params_pooling_type,average,0.02,1
params_pooling_type,max,0.02,1
params_use_cnn_as_dense,False,0.96,48
params_use_cnn_as_dense,True,0.04,2
