Parameter,Category,Fraction,Count
params_cnn_dense_0_act,none,0.3883,113
params_cnn_dense_0_act,elu,0.2096,61
params_cnn_dense_0_act,sigmoid,0.2027,59
params_cnn_dense_0_act,tanh,0.11,32
params_cnn_dense_0_act,relu,0.0412,12
params_cnn_dense_0_act,gelu,0.0275,8
params_cnn_dense_0_act,silu,0.0206,6
params_cnn_dense_1_act,tanh,0.4,4
params_cnn_dense_1_act,silu,0.2,2
params_cnn_dense_1_act,elu,0.1,1
params_cnn_dense_1_act,relu,0.1,1
params_cnn_dense_1_act,none,0.1,1
params_cnn_dense_1_act,gelu,0.1,1
params_cnn_dense_2_act,gelu,0.5,1
params_cnn_dense_2_act,elu,0.5,1
params_conv1d_0_act,tanh,0.4645,157
params_conv1d_0_act,none,0.2899,98
params_conv1d_0_act,relu,0.1361,46
params_conv1d_0_act,gelu,0.0355,12
params_conv1d_0_act,sigmoid,0.0266,9
params_conv1d_0_act,elu,0.0237,8
params_conv1d_0_act,silu,0.0237,8
params_conv1d_1_act,tanh,0.25,6
params_conv1d_1_act,none,0.2083,5
params_conv1d_1_act,gelu,0.2083,5
params_conv1d_1_act,sigmoid,0.1667,4
params_conv1d_1_act,relu,0.0833,2
params_conv1d_1_act,elu,0.0417,1
params_conv1d_1_act,silu,0.0417,1
params_conv1d_2_act,silu,0.1667,2
params_conv1d_2_act,gelu,0.1667,2
params_conv1d_2_act,sigmoid,0.1667,2
params_conv1d_2_act,none,0.1667,2
params_conv1d_2_act,tanh,0.1667,2
params_conv1d_2_act,relu,0.0833,1
params_conv1d_2_act,elu,0.0833,1
params_conv1d_3_act,silu,0.25,1
params_conv1d_3_act,tanh,0.25,1
params_conv1d_3_act,none,0.25,1
params_conv1d_3_act,elu,0.25,1
params_dense_0_act,none,0.3,3
params_dense_0_act,elu,0.2,2
params_dense_0_act,relu,0.2,2
params_dense_0_act,silu,0.2,2
params_dense_0_act,gelu,0.1,1
params_dense_1_act,tanh,0.5,1
params_dense_1_act,gelu,0.5,1
params_optimizer,lion,0.6746,228
params_optimizer,rmsprop,0.2337,79
params_optimizer,adam,0.0503,17
params_optimizer,adamw,0.0325,11
params_optimizer,sgd,0.0089,3
params_pooling_type,flatten,0.9734,329
params_pooling_type,average,0.0148,5
params_pooling_type,max,0.0118,4
