Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cheb_0_dropout,0.2,0,0.2,0.2,0.2,0.2,0.2
params_cheb_0_units,314,62.61,360,240,360,240,400
params_cheb_1_dropout,0.3,6.49e-02,0.3,0.3,0.3,0.2,0.4
params_cheb_1_units,308,41.24,280,280,320,280,400
params_cheb_2_dropout,No data,No data,No data,No data,No data,No data,No data
params_cheb_2_units,No data,No data,No data,No data,No data,No data,No data
params_cheb_3_dropout,No data,No data,No data,No data,No data,No data,No data
params_cheb_3_units,No data,No data,No data,No data,No data,No data,No data
params_dense_0_dropout,0.2,0,0.2,0.2,0.2,0.2,0.2
params_dense_0_units,547.5,86.56,600,500,600,347.5,600
params_dense_1_dropout,2.00e-02,6.16e-02,0,0,0,0,0.2
params_dense_1_units,310,30.78,300,300,300,297.5,352.5
params_knn_k,12,0,12,12,12,12,12
params_learning_rate,7.16e-04,1.72e-04,7.69e-04,7.01e-04,7.99e-04,4.14e-04,9.09e-04
params_num_dense_layers,2,0,2,2,2,2,2
params_num_gnn_layers,2,0,2,2,2,2,2
