Parameter,Category,Fraction,Count
params_cnn_dense_0_act,gelu,0.7317,30
params_cnn_dense_0_act,tanh,0.1951,8
params_cnn_dense_0_act,elu,0.0732,3
params_cnn_dense_1_act,tanh,0.9512,39
params_cnn_dense_1_act,sigmoid,0.0488,2
params_cnn_dense_2_act,gelu,0.878,36
params_cnn_dense_2_act,relu,0.0732,3
params_cnn_dense_2_act,elu,0.0488,2
params_conv1d_0_act,gelu,0.7317,30
params_conv1d_0_act,tanh,0.1951,8
params_conv1d_0_act,relu,0.0488,2
params_conv1d_0_act,elu,0.0244,1
params_conv1d_1_act,elu,0.7805,32
params_conv1d_1_act,relu,0.1951,8
params_conv1d_1_act,silu,0.0244,1
params_conv1d_2_act,silu,0.725,29
params_conv1d_2_act,elu,0.15,6
params_conv1d_2_act,sigmoid,0.075,3
params_conv1d_2_act,gelu,0.05,2
params_conv1d_3_act,elu,0.6667,26
params_conv1d_3_act,none,0.3077,12
params_conv1d_3_act,sigmoid,0.0256,1
params_optimizer,adam,0.8293,34
params_optimizer,rmsprop,0.1707,7
params_pooling_type,max,1.0,41
