Parameter,Category,Fraction,Count
params_cnn_dense_0_act,elu,0.5,1
params_cnn_dense_0_act,silu,0.5,1
params_cnn_dense_1_act,silu,0.5,1
params_cnn_dense_1_act,tanh,0.5,1
params_cnn_dense_2_act,gelu,1.0,1
params_conv1d_0_act,sigmoid,0.5257,133
params_conv1d_0_act,gelu,0.3004,76
params_conv1d_0_act,elu,0.0593,15
params_conv1d_0_act,tanh,0.0395,10
params_conv1d_0_act,none,0.0356,9
params_conv1d_0_act,relu,0.0237,6
params_conv1d_0_act,silu,0.0158,4
params_conv1d_1_act,silu,0.7984,202
params_conv1d_1_act,elu,0.0711,18
params_conv1d_1_act,none,0.0435,11
params_conv1d_1_act,gelu,0.0316,8
params_conv1d_1_act,relu,0.0237,6
params_conv1d_1_act,tanh,0.0198,5
params_conv1d_1_act,sigmoid,0.0119,3
params_conv1d_2_act,silu,0.5418,136
params_conv1d_2_act,elu,0.2112,53
params_conv1d_2_act,relu,0.1673,42
params_conv1d_2_act,none,0.0319,8
params_conv1d_2_act,gelu,0.0279,7
params_conv1d_2_act,sigmoid,0.0159,4
params_conv1d_2_act,tanh,0.004,1
params_conv1d_3_act,none,0.3427,85
params_conv1d_3_act,gelu,0.3105,77
params_conv1d_3_act,silu,0.254,63
params_conv1d_3_act,relu,0.0565,14
params_conv1d_3_act,elu,0.0363,9
params_dense_0_act,sigmoid,0.94,235
params_dense_0_act,relu,0.016,4
params_dense_0_act,none,0.012,3
params_dense_0_act,tanh,0.008,2
params_dense_0_act,silu,0.008,2
params_dense_0_act,gelu,0.008,2
params_dense_0_act,elu,0.008,2
params_dense_1_act,elu,0.6082,59
params_dense_1_act,tanh,0.1959,19
params_dense_1_act,relu,0.1134,11
params_dense_1_act,gelu,0.0309,3
params_dense_1_act,sigmoid,0.0206,2
params_dense_1_act,silu,0.0206,2
params_dense_1_act,none,0.0103,1
params_dense_2_act,silu,0.3333,1
params_dense_2_act,relu,0.3333,1
params_dense_2_act,gelu,0.3333,1
params_optimizer,adam,0.5534,140
params_optimizer,rmsprop,0.3557,90
params_optimizer,adamw,0.0672,17
params_optimizer,lion,0.0237,6
params_pooling_type,flatten,0.9921,251
params_pooling_type,max,0.004,1
params_pooling_type,average,0.004,1
params_use_cnn_as_dense,False,0.9921,251
params_use_cnn_as_dense,True,0.0079,2
