Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,125.24137931034483,128.87901443980866,32.0,32.0,128.0,128.0,512.0
params_conv1d_0_kernel_size,2.896551724137931,0.6404399576720211,1.0,3.0,3.0,3.0,5.0
params_conv1d_1_filters,182.6206896551724,135.1024078877201,32.0,64.0,128.0,256.0,512.0
params_conv1d_1_kernel_size,3.0689655172413794,1.0900196194197165,1.0,3.0,3.0,4.0,5.0
params_conv1d_2_filters,168.27586206896552,137.28569175818905,32.0,128.0,128.0,128.0,512.0
params_conv1d_2_kernel_size,3.396551724137931,1.0750708695107776,1.0,3.0,4.0,4.0,5.0
params_conv1d_3_filters,317.7931034482759,205.36956492435087,32.0,128.0,512.0,512.0,512.0
params_conv1d_3_kernel_size,2.086206896551724,0.5707638082989179,1.0,2.0,2.0,2.0,5.0
params_conv1d_4_filters,175.1578947368421,178.17926260948593,32.0,32.0,128.0,256.0,512.0
params_conv1d_4_kernel_size,2.7719298245614037,1.1652336347526608,1.0,2.0,3.0,3.0,5.0
params_conv1d_5_filters,125.53846153846153,137.8102903028664,32.0,64.0,64.0,128.0,512.0
params_conv1d_5_kernel_size,3.6666666666666665,1.1316809419557994,1.0,3.0,3.0,5.0,5.0
params_conv1d_6_filters,133.33333333333334,136.30218528800523,64.0,64.0,64.0,112.0,512.0
params_conv1d_6_kernel_size,3.0277777777777777,0.9407022031018291,1.0,2.0,3.0,4.0,5.0
params_conv1d_7_filters,384.0,221.70250336881628,128.0,320.0,512.0,512.0,512.0
params_conv1d_7_kernel_size,3.0,1.0,2.0,2.5,3.0,3.5,4.0
params_conv_layers,6.327586206896552,1.0325905259067496,4.0,5.0,7.0,7.0,8.0
params_dense_0_dropout,0.18846153846153849,0.17737400728838051,0.0,0.0,0.15000000000000002,0.4,0.4
params_dense_0_units,182.69230769230768,34.474070523533165,150.0,150.0,200.0,200.0,300.0
params_dense_1_dropout,0.15,0.1140175425099138,0.0,0.1,0.15000000000000002,0.2,0.4
params_dense_1_units,205.76923076923077,55.365915646583645,150.0,150.0,200.0,250.0,300.0
params_dense_conv1x1_0_filters,305.0,194.73058311420937,32.0,128.0,256.0,512.0,512.0
params_dense_conv1x1_1_filters,61.0,87.29926282805933,32.0,32.0,32.0,64.0,512.0
params_lr,0.000153669426096806,8.0456073008929e-05,2.0761250218338484e-06,9.278972848518134e-05,0.00014755122162778462,0.00020584746528536232,0.00038076131729856467
params_pool_size_0,2.7758620689655173,1.1088654459096858,2.0,2.0,2.0,4.0,7.0
params_pool_size_1,3.0344827586206895,0.45751108667917745,2.0,3.0,3.0,3.0,5.0
params_pool_size_2,2.6551724137931036,1.052177760612438,2.0,2.0,2.0,4.0,7.0
params_pool_size_3,3.0,0.49559462778335206,2.0,3.0,3.0,3.0,5.0
params_pool_size_4,3.3508771929824563,1.1098781797723736,2.0,3.0,3.0,5.0,5.0
params_pool_size_5,2.871794871794872,0.3386884284293705,2.0,3.0,3.0,3.0,3.0
params_pool_size_6,2.9166666666666665,0.280305955290694,2.0,3.0,3.0,3.0,3.0
params_pool_size_7,2.0,0.0,2.0,2.0,2.0,2.0,2.0
