Parameter,Category,Fraction,Count
params_cnn_dense_0_act,none,0.3191,15
params_cnn_dense_0_act,relu,0.1915,9
params_cnn_dense_0_act,gelu,0.1489,7
params_cnn_dense_0_act,elu,0.1489,7
params_cnn_dense_0_act,silu,0.0851,4
params_cnn_dense_0_act,tanh,0.0851,4
params_cnn_dense_0_act,sigmoid,0.0213,1
params_cnn_dense_1_act,tanh,0.2,1
params_cnn_dense_1_act,relu,0.2,1
params_cnn_dense_1_act,gelu,0.2,1
params_cnn_dense_1_act,silu,0.2,1
params_cnn_dense_1_act,elu,0.2,1
params_cnn_dense_2_act,gelu,1.0,1
params_conv1d_0_act,tanh,0.4179,28
params_conv1d_0_act,relu,0.1642,11
params_conv1d_0_act,none,0.1493,10
params_conv1d_0_act,sigmoid,0.0896,6
params_conv1d_0_act,gelu,0.0746,5
params_conv1d_0_act,elu,0.0746,5
params_conv1d_0_act,silu,0.0299,2
params_conv1d_1_act,tanh,0.2222,4
params_conv1d_1_act,gelu,0.2222,4
params_conv1d_1_act,none,0.1667,3
params_conv1d_1_act,sigmoid,0.1667,3
params_conv1d_1_act,relu,0.1111,2
params_conv1d_1_act,elu,0.0556,1
params_conv1d_1_act,silu,0.0556,1
params_conv1d_2_act,none,0.1818,2
params_conv1d_2_act,gelu,0.1818,2
params_conv1d_2_act,sigmoid,0.1818,2
params_conv1d_2_act,silu,0.1818,2
params_conv1d_2_act,tanh,0.1818,2
params_conv1d_2_act,relu,0.0909,1
params_conv1d_3_act,none,0.25,1
params_conv1d_3_act,elu,0.25,1
params_conv1d_3_act,silu,0.25,1
params_conv1d_3_act,tanh,0.25,1
params_dense_0_act,relu,0.3333,2
params_dense_0_act,elu,0.3333,2
params_dense_0_act,silu,0.1667,1
params_dense_0_act,gelu,0.1667,1
params_dense_1_act,gelu,0.5,1
params_dense_1_act,tanh,0.5,1
params_optimizer,rmsprop,0.3582,24
params_optimizer,lion,0.2239,15
params_optimizer,adam,0.2239,15
params_optimizer,adamw,0.1493,10
params_optimizer,sgd,0.0448,3
params_pooling_type,flatten,0.8657,58
params_pooling_type,average,0.0746,5
params_pooling_type,max,0.0597,4
