Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cheb_0_K,3.6,0.55,4,3,4,3,4
params_cheb_0_dropout,0.32,0.13,0.3,0.2,0.4,0.2,0.48
params_cheb_0_units,140.8,70.11,128,128,128,76.8,230.4
params_cheb_1_K,3.44,1.01,4,3,4,2,4.6
params_cheb_1_dropout,0.18,0.2,0.1,0,0.4,0,0.46
params_cheb_1_units,206.22,76.92,256,128,256,89.6,256
params_cheb_2_K,4.33,1.15,5,4,5,3.2,5
params_cheb_2_dropout,0.17,0.29,0,0,0.25,0,0.45
params_cheb_2_units,192,110.85,256,160,256,83.2,256
params_cheb_3_K,4,,4,4,4,4,4
params_cheb_3_dropout,0.2,,0.2,0.2,0.2,0.2,0.2
params_cheb_3_units,256,,256,256,256,256,256
params_dense_0_dropout,0.19,0.14,0.2,5.00e-02,0.2,0,0.4
params_dense_0_units,301.92,55.64,300,250,350,250,400
params_dense_1_dropout,0.18,0.15,0.2,0,0.2,0,0.4
params_dense_1_units,330.77,47.07,300,300,350,262.5,400
params_dense_2_dropout,0.2,0.14,0.2,0.2,0.2,0,0.4
params_dense_2_units,317.86,54.09,325,262.5,350,250,400
params_gat_0_dropout,0.25,0.18,0.25,0.1,0.4,0,0.5
params_gat_0_heads,4.42,2.5,4.5,2.75,6.25,1,8
params_gat_0_units,149.33,83.37,128,64,256,64,256
params_gat_1_dropout,0.24,0.21,0.2,0.1,0.4,0,0.5
params_gat_1_heads,4.57,2.94,4,2.5,7,1,8
params_gat_1_units,164.57,89.43,128,96,256,64,256
params_gat_2_dropout,0.24,0.21,0.2,0.1,0.4,0,0.5
params_gat_2_heads,4.57,2.88,4,2.5,7,1,7.7
params_gat_2_units,137.14,86.09,128,64,192,64,256
params_gat_3_dropout,0.35,0.21,0.35,0.28,0.42,0.22,0.48
params_gat_3_heads,3,2.83,3,2,4,1.2,4.8
params_gat_3_units,160,135.76,160,112,208,73.6,246.4
params_gcn_0_dropout,0.31,0.15,0.4,0.2,0.4,0.1,0.46
params_gcn_0_units,120.89,81.23,64,64,128,64,256
params_gcn_1_dropout,0.28,0.18,0.3,0.1,0.4,0.1,0.48
params_gcn_1_units,166.4,85.87,128,128,256,76.8,256
params_gcn_2_dropout,5.00e-02,7.07e-02,5.00e-02,2.50e-02,7.50e-02,5.00e-03,9.50e-02
params_gcn_2_units,160,135.76,160,112,208,73.6,246.4
params_gcn_3_dropout,0.3,,0.3,0.3,0.3,0.3,0.3
params_gcn_3_units,256,,256,256,256,256,256
params_knn_k,8.24,4.58,8,4,12,4,16
params_lr,5.58e-05,1.41e-05,5.88e-05,4.68e-05,6.80e-05,3.14e-05,7.24e-05
params_num_dense_layers,2.54,0.51,3,2,3,2,3
params_num_gcn_layers,2.69,0.88,3,2,3,1.25,4
