Parameter,Category,Fraction,Count
params_cnn_dense_0_act,elu,0.4,2
params_cnn_dense_0_act,silu,0.2,1
params_cnn_dense_0_act,tanh,0.2,1
params_cnn_dense_0_act,none,0.2,1
params_cnn_dense_1_act,tanh,0.5,1
params_cnn_dense_1_act,silu,0.5,1
params_cnn_dense_2_act,gelu,1.0,1
params_conv1d_0_act,none,0.431,25
params_conv1d_0_act,silu,0.2759,16
params_conv1d_0_act,gelu,0.1724,10
params_conv1d_0_act,elu,0.0517,3
params_conv1d_0_act,tanh,0.0345,2
params_conv1d_0_act,sigmoid,0.0345,2
params_conv1d_1_act,silu,0.3621,21
params_conv1d_1_act,gelu,0.3621,21
params_conv1d_1_act,none,0.0862,5
params_conv1d_1_act,relu,0.069,4
params_conv1d_1_act,tanh,0.069,4
params_conv1d_1_act,elu,0.0517,3
params_conv1d_2_act,gelu,0.4107,23
params_conv1d_2_act,elu,0.4107,23
params_conv1d_2_act,relu,0.0893,5
params_conv1d_2_act,sigmoid,0.0893,5
params_conv1d_3_act,relu,0.4074,22
params_conv1d_3_act,elu,0.3148,17
params_conv1d_3_act,silu,0.0926,5
params_conv1d_3_act,gelu,0.0926,5
params_conv1d_3_act,none,0.0556,3
params_conv1d_3_act,tanh,0.037,2
params_dense_0_act,tanh,0.3846,20
params_dense_0_act,relu,0.2692,14
params_dense_0_act,gelu,0.2308,12
params_dense_0_act,elu,0.0577,3
params_dense_0_act,silu,0.0385,2
params_dense_0_act,none,0.0192,1
params_dense_1_act,tanh,1.0,4
params_dense_2_act,silu,1.0,2
params_optimizer,adam,0.6379,37
params_optimizer,adamw,0.2759,16
params_optimizer,lion,0.0862,5
params_pooling_type,flatten,0.8966,52
params_pooling_type,max,0.0862,5
params_pooling_type,average,0.0172,1
